1,25559
0,7
6,8827
8,6945
5,14670
2,120432
7,7981
11,2715
3,106047
4,10709
9,5078
13,1214
10,3953
12,1786
15,680
14,900
16,654
17,584
18,558
21,557
20,556
22,536
19,505
78,23
23,445
24,369
74,26
33,129
28,246
27,252
25,334
55,41
56,33
26,272
31,169
115,12
61,36
43,72
29,199
70,22
39,86
30,200
119,11
81,22
73,15
62,29
71,26
68,22
133,9
47,59
32,149
34,133
59,28
35,120
41,81
37,97
121,10
44,68
40,85
141,10
66,23
52,32
48,46
53,52
54,41
63,27
49,57
38,97
89,18
50,63
46,48
75,24
156,7
69,27
85,14
36,100
142,5
51,31
80,23
60,31
104,18
67,29
57,26
118,7
42,64
76,14
86,12
88,9
45,46
116,12
87,21
128,6
58,46
181,4
84,14
131,11
101,12
109,9
64,21
94,25
91,14
83,23
79,18
107,13
138,9
193,3
72,30
175,4
125,9
82,20
97,12
96,11
65,23
130,13
106,10
190,5
99,12
77,20
200,3
122,11
123,7
136,8
95,22
112,9
93,13
151,8
108,12
212,3
102,17
137,5
105,15
103,8
90,13
166,5
145,6
176,4
172,3
139,13
134,11
182,2
150,9
238,2
111,6
177,5
140,7
242,1
163,9
167,5
249,5
100,7
255,4
144,6
155,6
201,1
209,5
171,3
159,5
117,6
174,4
92,11
169,3
154,4
257,3
185,5
135,11
232,1
124,6
126,13
183,3
152,5
388,1
153,5
148,5
113,13
204,2
98,11
110,12
294,4
129,7
186,3
114,8
180,1
213,3
158,5
160,3
439,1
132,10
127,7
157,4
490,1
120,7
147,4
170,5
162,6
361,1
195,4
219,3
339,1
203,3
164,4
300,2
321,1
252,1
225,3
364,1
250,2
274,2
381,1
205,3
236,1
207,3
240,3
184,5
168,5
312,2
341,1
521,1
323,2
311,1
234,3
146,4
246,3
262,2
194,5
231,2
248,3
215,3
390,2
282,1
199,3
462,2
514,1
272,3
385,1
210,4
310,3
239,3
202,3
178,3
358,2
309,1
206,3
474,2
276,2
189,4
196,2
332,1
222,7
229,1
226,2
403,2
454,2
342,1
371,1
299,2
143,7
270,1
290,1
286,3
247,2
365,1
322,1
347,2
281,2
382,1
343,1
173,2
187,3
405,1
349,2
192,4
375,2
308,2
263,2
522,1
326,1
316,2
319,1
228,1
411,1
370,1
327,2
265,1
441,1
409,2
345,2
335,2
430,1
400,1
367,2
251,2
224,1
419,1
317,1
369,1
379,1
149,4
363,1
357,1
237,1
221,2
179,3
304,1
417,1
410,1
214,2
220,2
197,1
292,2
512,1
279,1
284,1
288,2
287,1
427,1
313,1
298,1
1479,1
217,3
188,2
230,3
244,1
227,2
253,2
1142,1
223,1
360,1
211,1
344,1
648,1
161,1
354,1
303,1
191,1
765,1
216,1
436,1
289,1
264,1
831,1
243,1
305,1
359,1
1078,1
254,1
983,1
268,1
241,1
256,1
368,1
1042,1
283,1
